,Index,Time_since_1900,Time_Str
733,13643,1038467,2018-06-20-11h
734,13644,1038468,2018-06-20-12h
735,13645,1038469,2018-06-20-13h
736,13646,1038470,2018-06-20-14h
737,13647,1038471,2018-06-20-15h
738,13648,1038472,2018-06-20-16h
739,13649,1038473,2018-06-20-17h
740,13650,1038474,2018-06-20-18h
741,13651,1038475,2018-06-20-19h
742,13652,1038476,2018-06-20-20h
743,13653,1038477,2018-06-20-21h
744,13654,1038478,2018-06-20-22h
745,13655,1038479,2018-06-20-23h
746,13656,1038480,2018-06-21-00h
747,13657,1038481,2018-06-21-01h
748,13658,1038482,2018-06-21-02h
749,13659,1038483,2018-06-21-03h
750,13660,1038484,2018-06-21-04h
751,13700,1038524,2018-06-22-20h
752,13701,1038525,2018-06-22-21h
753,13721,1038545,2018-06-23-17h
754,13722,1038546,2018-06-23-18h
755,13723,1038547,2018-06-23-19h
756,13724,1038548,2018-06-23-20h
757,13725,1038549,2018-06-23-21h
758,13726,1038550,2018-06-23-22h
759,13769,1038593,2018-06-25-17h
760,13770,1038594,2018-06-25-18h
761,13977,1038801,2018-07-04-09h
762,13978,1038802,2018-07-04-10h
763,13979,1038803,2018-07-04-11h
764,13980,1038804,2018-07-04-12h
765,13981,1038805,2018-07-04-13h
766,13982,1038806,2018-07-04-14h
767,13983,1038807,2018-07-04-15h
768,13984,1038808,2018-07-04-16h
769,13985,1038809,2018-07-04-17h
770,13986,1038810,2018-07-04-18h
771,13987,1038811,2018-07-04-19h
772,13988,1038812,2018-07-04-20h
773,13989,1038813,2018-07-04-21h
774,13990,1038814,2018-07-04-22h
775,13991,1038815,2018-07-04-23h
776,13992,1038816,2018-07-05-00h
777,13993,1038817,2018-07-05-01h
778,13994,1038818,2018-07-05-02h
779,13995,1038819,2018-07-05-03h
780,13996,1038820,2018-07-05-04h
781,13999,1038823,2018-07-05-07h
782,14000,1038824,2018-07-05-08h
783,14001,1038825,2018-07-05-09h
784,14002,1038826,2018-07-05-10h
785,14003,1038827,2018-07-05-11h
786,14004,1038828,2018-07-05-12h
787,14005,1038829,2018-07-05-13h
788,14006,1038830,2018-07-05-14h
789,14007,1038831,2018-07-05-15h
790,14008,1038832,2018-07-05-16h
791,14009,1038833,2018-07-05-17h
792,14010,1038834,2018-07-05-18h
793,14011,1038835,2018-07-05-19h
794,14012,1038836,2018-07-05-20h
795,14013,1038837,2018-07-05-21h
796,14021,1038845,2018-07-06-05h
797,14022,1038846,2018-07-06-06h
798,14023,1038847,2018-07-06-07h
799,14024,1038848,2018-07-06-08h
800,14025,1038849,2018-07-06-09h
801,14033,1038857,2018-07-06-17h
802,14034,1038858,2018-07-06-18h
803,14035,1038859,2018-07-06-19h
804,14036,1038860,2018-07-06-20h
805,14037,1038861,2018-07-06-21h
806,15201,1045857,2019-04-24-09h
807,15207,1045863,2019-04-24-15h
808,15783,1046439,2019-05-18-15h
809,15784,1046440,2019-05-18-16h
810,15785,1046441,2019-05-18-17h
811,15786,1046442,2019-05-18-18h
812,15787,1046443,2019-05-18-19h
813,15788,1046444,2019-05-18-20h
814,15789,1046445,2019-05-18-21h
815,15800,1046456,2019-05-19-08h
816,15801,1046457,2019-05-19-09h
817,15802,1046458,2019-05-19-10h
818,15803,1046459,2019-05-19-11h
819,15804,1046460,2019-05-19-12h
820,15805,1046461,2019-05-19-13h
821,15925,1046581,2019-05-24-13h
822,15926,1046582,2019-05-24-14h
823,15927,1046583,2019-05-24-15h
824,15928,1046584,2019-05-24-16h
825,15929,1046585,2019-05-24-17h
826,15930,1046586,2019-05-24-18h
827,15931,1046587,2019-05-24-19h
828,15932,1046588,2019-05-24-20h
829,15933,1046589,2019-05-24-21h
830,15934,1046590,2019-05-24-22h
831,15935,1046591,2019-05-24-23h
832,15936,1046592,2019-05-25-00h
833,15937,1046593,2019-05-25-01h
834,15938,1046594,2019-05-25-02h
835,15939,1046595,2019-05-25-03h
836,15940,1046596,2019-05-25-04h
837,15941,1046597,2019-05-25-05h
838,15942,1046598,2019-05-25-06h
839,15943,1046599,2019-05-25-07h
840,15944,1046600,2019-05-25-08h
841,15945,1046601,2019-05-25-09h
842,15946,1046602,2019-05-25-10h
843,15947,1046603,2019-05-25-11h
844,15948,1046604,2019-05-25-12h
845,15949,1046605,2019-05-25-13h
846,15950,1046606,2019-05-25-14h
847,15951,1046607,2019-05-25-15h
848,15952,1046608,2019-05-25-16h
849,15953,1046609,2019-05-25-17h
850,15954,1046610,2019-05-25-18h
851,15955,1046611,2019-05-25-19h
852,15956,1046612,2019-05-25-20h
853,15957,1046613,2019-05-25-21h
854,15958,1046614,2019-05-25-22h
855,15959,1046615,2019-05-25-23h
856,15960,1046616,2019-05-26-00h
857,15961,1046617,2019-05-26-01h
858,15962,1046618,2019-05-26-02h
859,15963,1046619,2019-05-26-03h
860,15969,1046625,2019-05-26-09h
861,15973,1046629,2019-05-26-13h
862,15974,1046630,2019-05-26-14h
863,15975,1046631,2019-05-26-15h
864,15976,1046632,2019-05-26-16h
865,15977,1046633,2019-05-26-17h
866,15978,1046634,2019-05-26-18h
867,15979,1046635,2019-05-26-19h
868,16241,1046897,2019-06-06-17h
869,16242,1046898,2019-06-06-18h
870,16243,1046899,2019-06-06-19h
871,16244,1046900,2019-06-06-20h
872,16245,1046901,2019-06-06-21h
873,16287,1046943,2019-06-08-15h
874,16288,1046944,2019-06-08-16h
875,16289,1046945,2019-06-08-17h
876,16290,1046946,2019-06-08-18h
877,16291,1046947,2019-06-08-19h
878,16292,1046948,2019-06-08-20h
879,16545,1047201,2019-06-19-09h
880,16553,1047209,2019-06-19-17h
881,16554,1047210,2019-06-19-18h
882,16555,1047211,2019-06-19-19h
883,16556,1047212,2019-06-19-20h
884,16557,1047213,2019-06-19-21h
885,16558,1047214,2019-06-19-22h
886,16559,1047215,2019-06-19-23h
887,16560,1047216,2019-06-20-00h
888,16569,1047225,2019-06-20-09h
889,16575,1047231,2019-06-20-15h
890,16576,1047232,2019-06-20-16h
891,16577,1047233,2019-06-20-17h
892,16578,1047234,2019-06-20-18h
893,16579,1047235,2019-06-20-19h
894,16580,1047236,2019-06-20-20h
895,16581,1047237,2019-06-20-21h
896,16582,1047238,2019-06-20-22h
897,16583,1047239,2019-06-20-23h
898,16584,1047240,2019-06-21-00h
899,16585,1047241,2019-06-21-01h
900,16590,1047246,2019-06-21-06h
901,16591,1047247,2019-06-21-07h
902,16592,1047248,2019-06-21-08h
903,16593,1047249,2019-06-21-09h
904,16594,1047250,2019-06-21-10h
905,16595,1047251,2019-06-21-11h
906,16596,1047252,2019-06-21-12h
907,16597,1047253,2019-06-21-13h
908,16598,1047254,2019-06-21-14h
909,16599,1047255,2019-06-21-15h
910,16600,1047256,2019-06-21-16h
911,16601,1047257,2019-06-21-17h
912,16602,1047258,2019-06-21-18h
913,16603,1047259,2019-06-21-19h
914,16604,1047260,2019-06-21-20h
915,16605,1047261,2019-06-21-21h
916,16606,1047262,2019-06-21-22h
917,16937,1047593,2019-07-05-17h
918,16938,1047594,2019-07-05-18h
919,16939,1047595,2019-07-05-19h
920,16940,1047596,2019-07-05-20h
921,16941,1047597,2019-07-05-21h
922,16952,1047608,2019-07-06-08h
923,16953,1047609,2019-07-06-09h
924,16956,1047612,2019-07-06-12h
925,16957,1047613,2019-07-06-13h
926,16958,1047614,2019-07-06-14h
927,16959,1047615,2019-07-06-15h
928,16960,1047616,2019-07-06-16h
929,16961,1047617,2019-07-06-17h
930,16962,1047618,2019-07-06-18h
931,16963,1047619,2019-07-06-19h
932,16964,1047620,2019-07-06-20h
933,16965,1047621,2019-07-06-21h
934,16966,1047622,2019-07-06-22h
935,16988,1047644,2019-07-07-20h
936,16989,1047645,2019-07-07-21h
937,17012,1047668,2019-07-08-20h
938,17013,1047669,2019-07-08-21h
939,17033,1047689,2019-07-09-17h
940,17034,1047690,2019-07-09-18h
941,17035,1047691,2019-07-09-19h
942,17036,1047692,2019-07-09-20h
943,17037,1047693,2019-07-09-21h
944,17038,1047694,2019-07-09-22h
945,17105,1047761,2019-07-12-17h
946,17106,1047762,2019-07-12-18h
947,17107,1047763,2019-07-12-19h
948,17108,1047764,2019-07-12-20h
949,17109,1047765,2019-07-12-21h
950,17124,1047780,2019-07-13-12h
951,17125,1047781,2019-07-13-13h
952,17126,1047782,2019-07-13-14h
953,17127,1047783,2019-07-13-15h
954,17128,1047784,2019-07-13-16h
955,17129,1047785,2019-07-13-17h
956,17130,1047786,2019-07-13-18h
957,17131,1047787,2019-07-13-19h
958,17132,1047788,2019-07-13-20h
959,17133,1047789,2019-07-13-21h
960,17144,1047800,2019-07-14-08h
961,17313,1047969,2019-07-21-09h
962,17396,1048052,2019-07-24-20h
963,17397,1048053,2019-07-24-21h
964,17943,1054455,2020-04-16-15h
965,17944,1054456,2020-04-16-16h
966,17945,1054457,2020-04-16-17h
967,17946,1054458,2020-04-16-18h
968,17947,1054459,2020-04-16-19h
969,17948,1054460,2020-04-16-20h
970,17949,1054461,2020-04-16-21h
971,17950,1054462,2020-04-16-22h
972,17951,1054463,2020-04-16-23h
973,17952,1054464,2020-04-17-00h
974,18468,1054980,2020-05-08-12h
975,18469,1054981,2020-05-08-13h
976,18470,1054982,2020-05-08-14h
977,18471,1054983,2020-05-08-15h
978,18472,1054984,2020-05-08-16h
979,18473,1054985,2020-05-08-17h
980,18474,1054986,2020-05-08-18h
981,18475,1054987,2020-05-08-19h
982,18476,1054988,2020-05-08-20h
983,18477,1054989,2020-05-08-21h
984,18485,1054997,2020-05-09-05h
985,18486,1054998,2020-05-09-06h
986,18487,1054999,2020-05-09-07h
987,18488,1055000,2020-05-09-08h
988,18489,1055001,2020-05-09-09h
989,18490,1055002,2020-05-09-10h
990,18491,1055003,2020-05-09-11h
991,18492,1055004,2020-05-09-12h
992,18493,1055005,2020-05-09-13h
993,18494,1055006,2020-05-09-14h
994,18495,1055007,2020-05-09-15h
995,18496,1055008,2020-05-09-16h
996,18497,1055009,2020-05-09-17h
997,18498,1055010,2020-05-09-18h
998,18499,1055011,2020-05-09-19h
999,18500,1055012,2020-05-09-20h
1000,18781,1055293,2020-05-21-13h
1001,19360,1055872,2020-06-14-16h
1002,19383,1055895,2020-06-15-15h
1003,19384,1055896,2020-06-15-16h
1004,19385,1055897,2020-06-15-17h
1005,19386,1055898,2020-06-15-18h
1006,19387,1055899,2020-06-15-19h
1007,19388,1055900,2020-06-15-20h
1008,19389,1055901,2020-06-15-21h
1009,19390,1055902,2020-06-15-22h
1010,19391,1055903,2020-06-15-23h
1011,19392,1055904,2020-06-16-00h
1012,19400,1055912,2020-06-16-08h
1013,19401,1055913,2020-06-16-09h
1014,19402,1055914,2020-06-16-10h
1015,19403,1055915,2020-06-16-11h
1016,19404,1055916,2020-06-16-12h
1017,19405,1055917,2020-06-16-13h
1018,19406,1055918,2020-06-16-14h
1019,19407,1055919,2020-06-16-15h
1020,19408,1055920,2020-06-16-16h
1021,19409,1055921,2020-06-16-17h
1022,19410,1055922,2020-06-16-18h
1023,19411,1055923,2020-06-16-19h
1024,19412,1055924,2020-06-16-20h
1025,19413,1055925,2020-06-16-21h
1026,19423,1055935,2020-06-17-07h
1027,19424,1055936,2020-06-17-08h
1028,19425,1055937,2020-06-17-09h
1029,19427,1055939,2020-06-17-11h
1030,19428,1055940,2020-06-17-12h
1031,19429,1055941,2020-06-17-13h
1032,19430,1055942,2020-06-17-14h
1033,19431,1055943,2020-06-17-15h
1034,19432,1055944,2020-06-17-16h
1035,19433,1055945,2020-06-17-17h
1036,19434,1055946,2020-06-17-18h
1037,19435,1055947,2020-06-17-19h
1038,19436,1055948,2020-06-17-20h
1039,19437,1055949,2020-06-17-21h
1040,19447,1055959,2020-06-18-07h
1041,19448,1055960,2020-06-18-08h
1042,19449,1055961,2020-06-18-09h
1043,19450,1055962,2020-06-18-10h
1044,19451,1055963,2020-06-18-11h
1045,19452,1055964,2020-06-18-12h
1046,19453,1055965,2020-06-18-13h
1047,19454,1055966,2020-06-18-14h
1048,19455,1055967,2020-06-18-15h
1049,19456,1055968,2020-06-18-16h
1050,19457,1055969,2020-06-18-17h
1051,19458,1055970,2020-06-18-18h
1052,19459,1055971,2020-06-18-19h
1053,19460,1055972,2020-06-18-20h
1054,19461,1055973,2020-06-18-21h
1055,19462,1055974,2020-06-18-22h
1056,19463,1055975,2020-06-18-23h
1057,19464,1055976,2020-06-19-00h
1058,19504,1056016,2020-06-20-16h
1059,19505,1056017,2020-06-20-17h
1060,19506,1056018,2020-06-20-18h
1061,19507,1056019,2020-06-20-19h
1062,19508,1056020,2020-06-20-20h
1063,19509,1056021,2020-06-20-21h
1064,19510,1056022,2020-06-20-22h
1065,19511,1056023,2020-06-20-23h
1066,19512,1056024,2020-06-21-00h
1067,19521,1056033,2020-06-21-09h
1068,19522,1056034,2020-06-21-10h
1069,19523,1056035,2020-06-21-11h
1070,19524,1056036,2020-06-21-12h
1071,19525,1056037,2020-06-21-13h
1072,19526,1056038,2020-06-21-14h
1073,19527,1056039,2020-06-21-15h
1074,19528,1056040,2020-06-21-16h
1075,19529,1056041,2020-06-21-17h
1076,19530,1056042,2020-06-21-18h
1077,19531,1056043,2020-06-21-19h
1078,19532,1056044,2020-06-21-20h
1079,19533,1056045,2020-06-21-21h
1080,19534,1056046,2020-06-21-22h
1081,19535,1056047,2020-06-21-23h
1082,19536,1056048,2020-06-22-00h
1083,19537,1056049,2020-06-22-01h
1084,19538,1056050,2020-06-22-02h
1085,19539,1056051,2020-06-22-03h
1086,19540,1056052,2020-06-22-04h
1087,19541,1056053,2020-06-22-05h
1088,19542,1056054,2020-06-22-06h
1089,19543,1056055,2020-06-22-07h
1090,19544,1056056,2020-06-22-08h
1091,19545,1056057,2020-06-22-09h
1092,19546,1056058,2020-06-22-10h
1093,19547,1056059,2020-06-22-11h
1094,19548,1056060,2020-06-22-12h
1095,19549,1056061,2020-06-22-13h
1096,19550,1056062,2020-06-22-14h
1097,19551,1056063,2020-06-22-15h
1098,19552,1056064,2020-06-22-16h
1099,19553,1056065,2020-06-22-17h
1100,19554,1056066,2020-06-22-18h
1101,19555,1056067,2020-06-22-19h
1102,19556,1056068,2020-06-22-20h
1103,19557,1056069,2020-06-22-21h
1104,19558,1056070,2020-06-22-22h
1105,19559,1056071,2020-06-22-23h
1106,19560,1056072,2020-06-23-00h
1107,19561,1056073,2020-06-23-01h
1108,19562,1056074,2020-06-23-02h
1109,19563,1056075,2020-06-23-03h
1110,19564,1056076,2020-06-23-04h
1111,19565,1056077,2020-06-23-05h
1112,19566,1056078,2020-06-23-06h
1113,19567,1056079,2020-06-23-07h
1114,19568,1056080,2020-06-23-08h
1115,19569,1056081,2020-06-23-09h
1116,19570,1056082,2020-06-23-10h
1117,19571,1056083,2020-06-23-11h
1118,19572,1056084,2020-06-23-12h
1119,19573,1056085,2020-06-23-13h
1120,19574,1056086,2020-06-23-14h
1121,19575,1056087,2020-06-23-15h
1122,19576,1056088,2020-06-23-16h
1123,19577,1056089,2020-06-23-17h
1124,19578,1056090,2020-06-23-18h
1125,19579,1056091,2020-06-23-19h
1126,19580,1056092,2020-06-23-20h
1127,19581,1056093,2020-06-23-21h
1128,19582,1056094,2020-06-23-22h
1129,19583,1056095,2020-06-23-23h
1130,19584,1056096,2020-06-24-00h
1131,19585,1056097,2020-06-24-01h
1132,19586,1056098,2020-06-24-02h
1133,19587,1056099,2020-06-24-03h
1134,19588,1056100,2020-06-24-04h
1135,19589,1056101,2020-06-24-05h
1136,19590,1056102,2020-06-24-06h
1137,19591,1056103,2020-06-24-07h
1138,19592,1056104,2020-06-24-08h
1139,19593,1056105,2020-06-24-09h
1140,19594,1056106,2020-06-24-10h
1141,19595,1056107,2020-06-24-11h
1142,19596,1056108,2020-06-24-12h
1143,19597,1056109,2020-06-24-13h
1144,19598,1056110,2020-06-24-14h
1145,19599,1056111,2020-06-24-15h
1146,19600,1056112,2020-06-24-16h
1147,19601,1056113,2020-06-24-17h
1148,19602,1056114,2020-06-24-18h
1149,19603,1056115,2020-06-24-19h
1150,19604,1056116,2020-06-24-20h
1151,19605,1056117,2020-06-24-21h
1152,19606,1056118,2020-06-24-22h
1153,19607,1056119,2020-06-24-23h
1154,19608,1056120,2020-06-25-00h
1155,19616,1056128,2020-06-25-08h
1156,19617,1056129,2020-06-25-09h
1157,19618,1056130,2020-06-25-10h
1158,19627,1056139,2020-06-25-19h
1159,19628,1056140,2020-06-25-20h
1160,19629,1056141,2020-06-25-21h
1161,19662,1056174,2020-06-27-06h
1162,19663,1056175,2020-06-27-07h
1163,19664,1056176,2020-06-27-08h
1164,19665,1056177,2020-06-27-09h
1165,19668,1056180,2020-06-27-12h
1166,19669,1056181,2020-06-27-13h
1167,19670,1056182,2020-06-27-14h
1168,19671,1056183,2020-06-27-15h
1169,19672,1056184,2020-06-27-16h
1170,19673,1056185,2020-06-27-17h
1171,19674,1056186,2020-06-27-18h
1172,19675,1056187,2020-06-27-19h
1173,19676,1056188,2020-06-27-20h
1174,19677,1056189,2020-06-27-21h
1175,19678,1056190,2020-06-27-22h
1176,19679,1056191,2020-06-27-23h
1177,19680,1056192,2020-06-28-00h
1178,19681,1056193,2020-06-28-01h
1179,19694,1056206,2020-06-28-14h
1180,19695,1056207,2020-06-28-15h
1181,19696,1056208,2020-06-28-16h
1182,19697,1056209,2020-06-28-17h
1183,19698,1056210,2020-06-28-18h
1184,19699,1056211,2020-06-28-19h
1185,19700,1056212,2020-06-28-20h
1186,19701,1056213,2020-06-28-21h
1187,19702,1056214,2020-06-28-22h
1188,19703,1056215,2020-06-28-23h
1189,19713,1056225,2020-06-29-09h
1190,19714,1056226,2020-06-29-10h
1191,19715,1056227,2020-06-29-11h
1192,19716,1056228,2020-06-29-12h
1193,19717,1056229,2020-06-29-13h
1194,19718,1056230,2020-06-29-14h
1195,19719,1056231,2020-06-29-15h
1196,19720,1056232,2020-06-29-16h
1197,19721,1056233,2020-06-29-17h
1198,19722,1056234,2020-06-29-18h
1199,19723,1056235,2020-06-29-19h
1200,19724,1056236,2020-06-29-20h
1201,19735,1056247,2020-06-30-07h
1202,19736,1056248,2020-06-30-08h
1203,19737,1056249,2020-06-30-09h
1204,19739,1056251,2020-06-30-11h
1205,19740,1056252,2020-06-30-12h
1206,19741,1056253,2020-06-30-13h
1207,19742,1056254,2020-06-30-14h
1208,19743,1056255,2020-06-30-15h
1209,19744,1056256,2020-06-30-16h
1210,19745,1056257,2020-06-30-17h
1211,19746,1056258,2020-06-30-18h
1212,19747,1056259,2020-06-30-19h
1213,19748,1056260,2020-06-30-20h
1214,19813,1056325,2020-07-03-13h
1215,19814,1056326,2020-07-03-14h
1216,19815,1056327,2020-07-03-15h
1217,19818,1056330,2020-07-03-18h
1218,19819,1056331,2020-07-03-19h
1219,19820,1056332,2020-07-03-20h
1220,19821,1056333,2020-07-03-21h
1221,19822,1056334,2020-07-03-22h
1222,19841,1056353,2020-07-04-17h
1223,19842,1056354,2020-07-04-18h
1224,19843,1056355,2020-07-04-19h
1225,19844,1056356,2020-07-04-20h
1226,19845,1056357,2020-07-04-21h
1227,19846,1056358,2020-07-04-22h
1228,19855,1056367,2020-07-05-07h
1229,19856,1056368,2020-07-05-08h
1230,19857,1056369,2020-07-05-09h
1231,19858,1056370,2020-07-05-10h
1232,19859,1056371,2020-07-05-11h
1233,19860,1056372,2020-07-05-12h
1234,19861,1056373,2020-07-05-13h
1235,19862,1056374,2020-07-05-14h
1236,19863,1056375,2020-07-05-15h
1237,19864,1056376,2020-07-05-16h
1238,19865,1056377,2020-07-05-17h
1239,19866,1056378,2020-07-05-18h
1240,19867,1056379,2020-07-05-19h
1241,19868,1056380,2020-07-05-20h
1242,19869,1056381,2020-07-05-21h
1243,19870,1056382,2020-07-05-22h
1244,19871,1056383,2020-07-05-23h
1245,19872,1056384,2020-07-06-00h
1246,19880,1056392,2020-07-06-08h
1247,19881,1056393,2020-07-06-09h
1248,19882,1056394,2020-07-06-10h
1249,19883,1056395,2020-07-06-11h
1250,19884,1056396,2020-07-06-12h
1251,19885,1056397,2020-07-06-13h
1252,19886,1056398,2020-07-06-14h
1253,19887,1056399,2020-07-06-15h
1254,19888,1056400,2020-07-06-16h
1255,19889,1056401,2020-07-06-17h
1256,19890,1056402,2020-07-06-18h
1257,19891,1056403,2020-07-06-19h
1258,19892,1056404,2020-07-06-20h
1259,19893,1056405,2020-07-06-21h
1260,19894,1056406,2020-07-06-22h
1261,19895,1056407,2020-07-06-23h
1262,19896,1056408,2020-07-07-00h
1263,19897,1056409,2020-07-07-01h
1264,19904,1056416,2020-07-07-08h
1265,19905,1056417,2020-07-07-09h
1266,19906,1056418,2020-07-07-10h
1267,19907,1056419,2020-07-07-11h
1268,19908,1056420,2020-07-07-12h
1269,19909,1056421,2020-07-07-13h
1270,19910,1056422,2020-07-07-14h
1271,19911,1056423,2020-07-07-15h
1272,19912,1056424,2020-07-07-16h
1273,19913,1056425,2020-07-07-17h
1274,19914,1056426,2020-07-07-18h
1275,19915,1056427,2020-07-07-19h
1276,19916,1056428,2020-07-07-20h
1277,19917,1056429,2020-07-07-21h
1278,19918,1056430,2020-07-07-22h
1279,19919,1056431,2020-07-07-23h
1280,19920,1056432,2020-07-08-00h
1281,19929,1056441,2020-07-08-09h
1282,19934,1056446,2020-07-08-14h
1283,19935,1056447,2020-07-08-15h
1284,19936,1056448,2020-07-08-16h
1285,19937,1056449,2020-07-08-17h
1286,19938,1056450,2020-07-08-18h
1287,19939,1056451,2020-07-08-19h
1288,19940,1056452,2020-07-08-20h
1289,19941,1056453,2020-07-08-21h
1290,19951,1056463,2020-07-09-07h
1291,20008,1056520,2020-07-11-16h
1292,20009,1056521,2020-07-11-17h
1293,20010,1056522,2020-07-11-18h
1294,20011,1056523,2020-07-11-19h
1295,20012,1056524,2020-07-11-20h
1296,20013,1056525,2020-07-11-21h
1297,20016,1056528,2020-07-12-00h
1298,20033,1056545,2020-07-12-17h
1299,20034,1056546,2020-07-12-18h
1300,20035,1056547,2020-07-12-19h
1301,20036,1056548,2020-07-12-20h
1302,20037,1056549,2020-07-12-21h
1303,20096,1056608,2020-07-15-08h
1304,20097,1056609,2020-07-15-09h
1305,20099,1056611,2020-07-15-11h
1306,20100,1056612,2020-07-15-12h
1307,20103,1056615,2020-07-15-15h
1308,20104,1056616,2020-07-15-16h
1309,20105,1056617,2020-07-15-17h
1310,20106,1056618,2020-07-15-18h
1311,20107,1056619,2020-07-15-19h
1312,20108,1056620,2020-07-15-20h
1313,20109,1056621,2020-07-15-21h
1314,20110,1056622,2020-07-15-22h
1315,20111,1056623,2020-07-15-23h
1316,20112,1056624,2020-07-16-00h
1317,20113,1056625,2020-07-16-01h
1318,20120,1056632,2020-07-16-08h
1319,20121,1056633,2020-07-16-09h
1320,20122,1056634,2020-07-16-10h
1321,20123,1056635,2020-07-16-11h
1322,20124,1056636,2020-07-16-12h
1323,20125,1056637,2020-07-16-13h
1324,20126,1056638,2020-07-16-14h
1325,20127,1056639,2020-07-16-15h
1326,20128,1056640,2020-07-16-16h
1327,20129,1056641,2020-07-16-17h
1328,20130,1056642,2020-07-16-18h
1329,20131,1056643,2020-07-16-19h
1330,20132,1056644,2020-07-16-20h
1331,20133,1056645,2020-07-16-21h
1332,20134,1056646,2020-07-16-22h
1333,20135,1056647,2020-07-16-23h
1334,20145,1056657,2020-07-17-09h
1335,20147,1056659,2020-07-17-11h
1336,20148,1056660,2020-07-17-12h
1337,20149,1056661,2020-07-17-13h
1338,20150,1056662,2020-07-17-14h
1339,20151,1056663,2020-07-17-15h
1340,20152,1056664,2020-07-17-16h
1341,20153,1056665,2020-07-17-17h
1342,20154,1056666,2020-07-17-18h
1343,20155,1056667,2020-07-17-19h
1344,20156,1056668,2020-07-17-20h
1345,20157,1056669,2020-07-17-21h
1346,20158,1056670,2020-07-17-22h
1347,20169,1056681,2020-07-18-09h
1348,20170,1056682,2020-07-18-10h
1349,20171,1056683,2020-07-18-11h
1350,20172,1056684,2020-07-18-12h
1351,20173,1056685,2020-07-18-13h
1352,20174,1056686,2020-07-18-14h
1353,20175,1056687,2020-07-18-15h
1354,20176,1056688,2020-07-18-16h
1355,20177,1056689,2020-07-18-17h
1356,20178,1056690,2020-07-18-18h
1357,20179,1056691,2020-07-18-19h
1358,20180,1056692,2020-07-18-20h
1359,20181,1056693,2020-07-18-21h
1360,20196,1056708,2020-07-19-12h
1361,20197,1056709,2020-07-19-13h
1362,20198,1056710,2020-07-19-14h
1363,20199,1056711,2020-07-19-15h
1364,20200,1056712,2020-07-19-16h
1365,20201,1056713,2020-07-19-17h
1366,20202,1056714,2020-07-19-18h
1367,20203,1056715,2020-07-19-19h
1368,20204,1056716,2020-07-19-20h
1369,20205,1056717,2020-07-19-21h
1370,20273,1056785,2020-07-22-17h
1371,20274,1056786,2020-07-22-18h
1372,20275,1056787,2020-07-22-19h
1373,20276,1056788,2020-07-22-20h
1374,20277,1056789,2020-07-22-21h
1375,20299,1056811,2020-07-23-19h
1376,20300,1056812,2020-07-23-20h
1377,20301,1056813,2020-07-23-21h
1378,21207,1063551,2021-04-30-15h
1379,21208,1063552,2021-04-30-16h
1380,21209,1063553,2021-04-30-17h
1381,21210,1063554,2021-04-30-18h
1382,21279,1063623,2021-05-03-15h
1383,21280,1063624,2021-05-03-16h
1384,21281,1063625,2021-05-03-17h
1385,21282,1063626,2021-05-03-18h
1386,21283,1063627,2021-05-03-19h
1387,21284,1063628,2021-05-03-20h
1388,21285,1063629,2021-05-03-21h
1389,21294,1063638,2021-05-04-06h
1390,21295,1063639,2021-05-04-07h
1391,21296,1063640,2021-05-04-08h
1392,21297,1063641,2021-05-04-09h
1393,21301,1063645,2021-05-04-13h
1394,21302,1063646,2021-05-04-14h
1395,21451,1063795,2021-05-10-19h
1396,21452,1063796,2021-05-10-20h
1397,21453,1063797,2021-05-10-21h
1398,21563,1063907,2021-05-15-11h
1399,21564,1063908,2021-05-15-12h
1400,21565,1063909,2021-05-15-13h
1401,21566,1063910,2021-05-15-14h
1402,21567,1063911,2021-05-15-15h
1403,21568,1063912,2021-05-15-16h
1404,21569,1063913,2021-05-15-17h
1405,21570,1063914,2021-05-15-18h
1406,21571,1063915,2021-05-15-19h
1407,21572,1063916,2021-05-15-20h
1408,21573,1063917,2021-05-15-21h
1409,21589,1063933,2021-05-16-13h
1410,21590,1063934,2021-05-16-14h
1411,21591,1063935,2021-05-16-15h
1412,21592,1063936,2021-05-16-16h
1413,21593,1063937,2021-05-16-17h
1414,21594,1063938,2021-05-16-18h
1415,21595,1063939,2021-05-16-19h
1416,21831,1064175,2021-05-26-15h
1417,21832,1064176,2021-05-26-16h
1418,21833,1064177,2021-05-26-17h
1419,21834,1064178,2021-05-26-18h
1420,21835,1064179,2021-05-26-19h
1421,21836,1064180,2021-05-26-20h
1422,21837,1064181,2021-05-26-21h
1423,21838,1064182,2021-05-26-22h
1424,21839,1064183,2021-05-26-23h
1425,21840,1064184,2021-05-27-00h
1426,21841,1064185,2021-05-27-01h
1427,21842,1064186,2021-05-27-02h
1428,21843,1064187,2021-05-27-03h
1429,21844,1064188,2021-05-27-04h
1430,21845,1064189,2021-05-27-05h
1431,21846,1064190,2021-05-27-06h
1432,21847,1064191,2021-05-27-07h
1433,22265,1064609,2021-06-13-17h
1434,22266,1064610,2021-06-13-18h
1435,22267,1064611,2021-06-13-19h
1436,22268,1064612,2021-06-13-20h
1437,22269,1064613,2021-06-13-21h
1438,22280,1064624,2021-06-14-08h
1439,22281,1064625,2021-06-14-09h
1440,22284,1064628,2021-06-14-12h
1441,22285,1064629,2021-06-14-13h
1442,22286,1064630,2021-06-14-14h
1443,22287,1064631,2021-06-14-15h
1444,22288,1064632,2021-06-14-16h
